customer_id,loyalty_tier
CUST-01188,Bronze
CUST-01189,Bronze
CUST-01190,Bronze
CUST-01191,Silver
CUST-01192,Silver
CUST-01193,Bronze
CUST-01194,Gold
CUST-01195,Bronze
CUST-01196,Silver
CUST-01197,Bronze
CUST-01198,Bronze
CUST-01199,Silver
CUST-01200,Bronze
CUST-01201,Bronze
CUST-01202,Gold
CUST-01203,Bronze
CUST-01204,Silver
CUST-01205,Bronze
CUST-01206,Bronze
CUST-01207,Bronze
CUST-01208,Bronze
CUST-01209,Bronze
CUST-01210,Bronze
CUST-01211,Bronze
CUST-01212,Gold
CUST-01213,Bronze
CUST-01214,Bronze
CUST-01215,Gold
CUST-01216,Bronze
CUST-01217,Bronze
CUST-01218,Bronze
CUST-01219,Gold
CUST-01220,Bronze
CUST-01221,Gold
CUST-01222,Silver
CUST-01223,Bronze
CUST-01224,Bronze
CUST-01225,Bronze
CUST-01226,Bronze
CUST-01227,Bronze
CUST-01228,Bronze
CUST-01229,Silver
CUST-01230,Bronze
CUST-01231,Bronze
CUST-01232,Bronze
CUST-01233,Bronze
CUST-01234,Bronze
CUST-01235,Bronze
CUST-01236,Bronze
CUST-01237,Bronze
CUST-01238,Bronze
CUST-01239,Bronze
CUST-01240,Bronze
CUST-01241,Bronze
CUST-01242,Silver
CUST-01243,Silver
CUST-01244,Bronze
CUST-01245,Gold
CUST-01246,Bronze
CUST-01247,Bronze
CUST-01248,Bronze
CUST-01249,Bronze
CUST-01250,Bronze
CUST-01251,Bronze
CUST-01252,Silver
CUST-01253,Bronze
CUST-01254,Bronze
CUST-01255,Bronze
CUST-01256,Bronze
CUST-01257,Bronze
CUST-01258,Bronze
CUST-01259,Bronze
CUST-01260,Bronze
CUST-01261,Gold
CUST-01262,Bronze
CUST-01263,Bronze
CUST-01264,Bronze
CUST-01265,Silver
CUST-01266,Bronze
CUST-01267,Silver
CUST-01268,Bronze
CUST-01269,Bronze
CUST-01270,Silver
CUST-01271,Bronze
CUST-01272,Bronze
CUST-01273,Bronze
CUST-01274,Silver
CUST-01275,Bronze
CUST-01276,Silver
CUST-01277,Bronze
CUST-01278,Silver
CUST-01279,Bronze
CUST-01280,Bronze
CUST-01281,Bronze
CUST-01282,Bronze
CUST-01283,Gold
CUST-01284,Silver
CUST-01285,Bronze
CUST-01286,Silver
CUST-01287,Gold
CUST-01288,Silver
CUST-01289,Bronze
CUST-01290,Bronze
CUST-01291,Bronze
CUST-01292,Bronze
CUST-01293,Bronze
CUST-01294,Gold
CUST-01295,Silver
CUST-01296,Bronze
CUST-01297,Bronze
CUST-01298,Bronze
CUST-01299,Bronze
CUST-01300,Bronze
CUST-01301,Bronze
CUST-01302,Silver
CUST-01303,Bronze
CUST-01304,Bronze
CUST-01305,Silver
CUST-01306,Bronze
CUST-01307,Silver
CUST-01308,Bronze
CUST-01309,Bronze
CUST-01310,Silver
CUST-01311,Gold
CUST-01312,Bronze
CUST-01313,Silver
CUST-01314,Bronze
CUST-01315,Bronze
CUST-01316,Bronze
CUST-01317,Gold
CUST-01318,Bronze
CUST-01319,Bronze
CUST-01320,Bronze
CUST-01321,Silver
CUST-01322,Gold
CUST-01323,Bronze
CUST-01324,Gold
CUST-01325,Silver
CUST-01326,Silver
CUST-01327,Bronze
CUST-01328,Bronze
CUST-01329,Bronze
CUST-01330,Bronze
CUST-01331,Bronze
CUST-01332,Gold
CUST-01333,Bronze
CUST-01334,Bronze
CUST-01335,Bronze
CUST-01336,Bronze
CUST-01337,Bronze
CUST-01338,Bronze
CUST-01339,Bronze
CUST-01340,Bronze
CUST-01341,Bronze
CUST-01342,Bronze
CUST-01343,Bronze
CUST-01344,Bronze
CUST-01345,Bronze
CUST-01346,Silver
CUST-01347,Bronze
CUST-01348,Bronze
CUST-01349,Bronze
CUST-01350,Bronze
CUST-01351,Bronze
CUST-01352,Bronze
CUST-01353,Silver
CUST-01354,Bronze
CUST-01355,Bronze
CUST-01356,Bronze
CUST-01357,Bronze
CUST-01358,Bronze
CUST-01359,Bronze
CUST-01360,Silver
CUST-01361,Bronze
CUST-01362,Bronze
CUST-01363,Bronze
CUST-01364,Bronze
CUST-01365,Bronze
CUST-01366,Bronze
CUST-01367,Bronze
CUST-01368,Bronze
CUST-01369,Bronze
CUST-01370,Bronze
CUST-01371,Silver
CUST-01372,Bronze
CUST-01373,Bronze
CUST-01374,Bronze
CUST-01375,Bronze
CUST-01376,Silver
CUST-01377,Bronze
CUST-01378,Bronze
CUST-01379,Bronze
CUST-01380,Bronze
CUST-01381,Silver
CUST-01382,Silver
CUST-01383,Bronze
CUST-01384,Silver
CUST-01385,Silver
CUST-01386,Bronze
CUST-01387,Bronze
CUST-01388,Silver
CUST-01389,Bronze
CUST-01390,Bronze
CUST-01391,Bronze
CUST-01392,Bronze
CUST-01393,Bronze
CUST-01394,Bronze
CUST-01395,Bronze
CUST-01396,Silver
CUST-01397,Gold
CUST-01398,Bronze
CUST-01399,Bronze
CUST-01400,Bronze
CUST-01401,Bronze
CUST-01402,Bronze
CUST-01403,Silver
CUST-01404,Silver
CUST-01405,Silver
CUST-01406,Bronze
CUST-01407,Bronze
CUST-01408,Gold
CUST-01409,Bronze
CUST-01410,Bronze
CUST-01411,Bronze
CUST-01412,Silver
CUST-01413,Bronze
CUST-01414,Bronze
CUST-01415,Bronze
CUST-01416,Silver
CUST-01417,Bronze
CUST-01418,Silver
CUST-01419,Gold
CUST-01420,Bronze
CUST-01421,Silver
CUST-01422,Bronze
CUST-01423,Bronze
CUST-01424,Bronze
CUST-01425,Silver
CUST-01426,Bronze
CUST-01427,Bronze
CUST-01428,Bronze
CUST-01429,Gold
CUST-01430,Bronze
CUST-01431,Bronze
CUST-01432,Gold
CUST-01433,Silver
CUST-01434,Bronze
CUST-01435,Bronze
CUST-01436,Bronze
CUST-01437,Bronze
CUST-01438,Bronze
CUST-01439,Bronze
CUST-01440,Bronze
CUST-01441,Bronze
CUST-01442,Bronze
CUST-01443,Bronze
CUST-01444,Bronze
CUST-01445,Bronze
CUST-01446,Bronze
CUST-01447,Bronze
CUST-01448,Bronze
CUST-01449,Bronze
CUST-01450,Bronze
CUST-01451,Bronze
CUST-01452,Bronze
CUST-01453,Bronze
CUST-01454,Bronze
CUST-01455,Bronze
CUST-01456,Silver
CUST-01457,Bronze
CUST-01458,Bronze
CUST-01459,Bronze
CUST-01460,Bronze
CUST-01461,Bronze
CUST-01462,Bronze
CUST-01463,Bronze
CUST-01464,Silver
CUST-01465,Bronze
CUST-01466,Bronze
CUST-01467,Bronze
CUST-01468,Bronze
CUST-01469,Bronze
CUST-01470,Silver
CUST-01471,Bronze
CUST-01472,Bronze
CUST-01473,Bronze
CUST-01474,Bronze
CUST-01475,Bronze
CUST-01476,Bronze
CUST-01477,Bronze
CUST-01478,Silver
CUST-01479,Bronze
CUST-01480,Bronze
CUST-01481,Bronze
CUST-01482,Bronze
CUST-01483,Bronze
CUST-01484,Bronze
CUST-01485,Bronze
CUST-01486,Bronze
CUST-01487,Bronze
CUST-01488,Bronze
CUST-01489,Bronze
CUST-01490,Bronze
CUST-01491,Bronze
CUST-01492,Bronze
CUST-01493,Gold
CUST-01494,Silver
CUST-01495,Silver
CUST-01496,Silver
CUST-01497,Bronze
CUST-01498,Bronze
CUST-01499,Bronze
CUST-01500,Bronze
CUST-01501,Bronze
CUST-01502,Bronze
CUST-01503,Bronze
CUST-01504,Bronze
CUST-01505,Silver
CUST-01506,Bronze
CUST-01507,Bronze
CUST-01508,Bronze
CUST-01509,Bronze
CUST-01510,Silver
CUST-01511,Bronze
CUST-01512,Bronze
CUST-01513,Bronze
CUST-01514,Bronze
CUST-01515,Bronze
CUST-01516,Gold
CUST-01517,Bronze
CUST-01518,Silver
CUST-01519,Bronze
CUST-01520,Bronze
CUST-01521,Silver
CUST-01522,Bronze
CUST-01523,Bronze
CUST-01524,Bronze
CUST-01525,Gold
CUST-01526,Bronze
CUST-01527,Bronze
CUST-01528,Bronze
CUST-01529,Bronze
CUST-01530,Bronze
CUST-01531,Bronze
CUST-01532,Bronze
CUST-01533,Bronze
CUST-01534,Bronze
CUST-01535,Bronze
CUST-01536,Bronze
CUST-01537,Bronze
CUST-01538,Gold
CUST-01539,Bronze
CUST-01540,Bronze
CUST-01541,Bronze
CUST-01542,Bronze
CUST-01543,Bronze
CUST-01544,Bronze
CUST-01545,Bronze
CUST-01546,Bronze
CUST-01547,Bronze
CUST-01548,Bronze
CUST-01549,Bronze
CUST-01550,Bronze
CUST-01551,Bronze
CUST-01552,Gold
CUST-01553,Bronze
CUST-01554,Bronze
CUST-01555,Bronze
CUST-01556,Bronze
CUST-01557,Bronze
CUST-01558,Silver
CUST-01559,Bronze
CUST-01560,Silver
CUST-01561,Bronze
CUST-01562,Bronze
CUST-01563,Bronze
CUST-01564,Gold
CUST-01565,Bronze
CUST-01566,Bronze
CUST-01567,Bronze
CUST-01568,Bronze
CUST-01569,Silver
CUST-01570,Bronze
CUST-01571,Bronze
CUST-01572,Silver
CUST-01573,Bronze
CUST-01574,Silver
CUST-01575,Bronze
CUST-01576,Bronze
CUST-01577,Bronze
CUST-01578,Bronze
CUST-01579,Bronze
CUST-01580,Gold
CUST-01581,Bronze
CUST-01582,Bronze
CUST-01583,Silver
CUST-01584,Bronze
CUST-01585,Bronze
CUST-01586,Bronze
CUST-01587,Bronze
CUST-01588,Bronze
CUST-01589,Silver
CUST-01590,Silver
CUST-01591,Silver
CUST-01592,Bronze
CUST-01593,Bronze
CUST-01594,Bronze
CUST-01595,Silver
CUST-01596,Bronze
CUST-01597,Silver
CUST-01598,Bronze
CUST-01599,Bronze
CUST-01600,Bronze
CUST-01601,Bronze
CUST-01602,Bronze
CUST-01603,Gold
CUST-01604,Bronze
CUST-01605,Bronze
CUST-01606,Bronze
CUST-01607,Silver
CUST-01608,Bronze
CUST-01609,Silver
CUST-01610,Bronze
CUST-01611,Bronze
CUST-01612,Silver
CUST-01613,Bronze
CUST-01614,Bronze
CUST-01615,Gold
CUST-01616,Gold
CUST-01617,Gold
CUST-01618,Gold
CUST-01619,Bronze
CUST-01620,Bronze
CUST-01621,Bronze
CUST-01622,Silver
CUST-01623,Gold
CUST-01624,Bronze
CUST-01625,Silver
CUST-01626,Silver
CUST-01627,Silver
CUST-01628,Bronze
CUST-01629,Bronze
CUST-01630,Bronze
CUST-01631,Bronze
CUST-01632,Silver
CUST-01633,Gold
CUST-01634,Bronze
CUST-01635,Bronze
CUST-01636,Gold
CUST-01637,Silver
CUST-01638,Bronze
CUST-01639,Bronze
CUST-01640,Bronze
CUST-01641,Gold
CUST-01642,Bronze
CUST-01643,Bronze
CUST-01644,Silver
CUST-01645,Gold
CUST-01646,Bronze
CUST-01647,Bronze
CUST-01648,Gold
CUST-01649,Bronze
CUST-01650,Silver
CUST-01651,Bronze
CUST-01652,Gold
CUST-01653,Bronze
CUST-01654,Bronze
CUST-01655,Bronze
CUST-01656,Bronze
CUST-01657,Bronze
CUST-01658,Bronze
CUST-01659,Silver
CUST-01660,Bronze
CUST-01661,Bronze
CUST-01662,Silver
CUST-01663,Silver
CUST-01664,Gold
CUST-01665,Bronze
CUST-01666,Bronze
CUST-01667,Silver
CUST-01668,Bronze
CUST-01669,Gold
CUST-01670,Silver
CUST-01671,Bronze
CUST-01672,Silver
CUST-01673,Bronze
CUST-01674,Bronze
CUST-01675,Gold
CUST-01676,Gold
CUST-01677,Silver
CUST-01678,Bronze
CUST-01679,Bronze
CUST-01680,Bronze
CUST-01681,Bronze
CUST-01682,Bronze
CUST-01683,Bronze
CUST-01684,Bronze
CUST-01685,Silver
CUST-01686,Silver
CUST-01687,Bronze
CUST-01688,Silver
CUST-01689,Bronze
CUST-01690,Bronze
CUST-01691,Gold
CUST-01692,Bronze
CUST-01693,Silver
CUST-01694,Gold
CUST-01695,Bronze
CUST-01696,Silver
CUST-01697,Bronze
CUST-01698,Bronze
CUST-01699,Silver
CUST-01700,Bronze
CUST-01701,Bronze
CUST-01702,Bronze
CUST-01703,Bronze
CUST-01704,Bronze
CUST-01705,Silver
CUST-01706,Gold
CUST-01707,Bronze
CUST-01708,Bronze
CUST-01709,Bronze
CUST-01710,Bronze
CUST-01711,Silver
CUST-01712,Silver
CUST-01713,Bronze
CUST-01714,Bronze
CUST-01715,Bronze
CUST-01716,Bronze
CUST-01717,Bronze
CUST-01718,Silver
CUST-01719,Bronze
CUST-01720,Bronze
CUST-01721,Gold
CUST-01722,Silver
CUST-01723,Bronze
CUST-01724,Bronze
CUST-01725,Bronze
CUST-01726,Bronze
CUST-01727,Bronze
CUST-01728,Bronze
CUST-01729,Bronze
CUST-01730,Bronze
CUST-01731,Bronze
CUST-01732,Bronze
CUST-01733,Bronze
CUST-01734,Bronze
CUST-01735,Bronze
CUST-01736,Bronze
CUST-01737,Silver
CUST-01738,Bronze
CUST-01739,Bronze
CUST-01740,Silver
CUST-01741,Bronze
CUST-01742,Silver
CUST-01743,Bronze
CUST-01744,Bronze
CUST-01745,Silver
CUST-01746,Bronze
CUST-01747,Bronze
CUST-01748,Bronze
CUST-01749,Bronze
CUST-01750,Bronze
CUST-01751,Bronze
CUST-01752,Bronze
CUST-01753,Bronze
CUST-01754,Bronze
CUST-01755,Bronze
CUST-01756,Gold
CUST-01757,Bronze
CUST-01758,Silver
CUST-01759,Bronze
CUST-01760,Silver
CUST-01761,Bronze
CUST-01762,Bronze
CUST-01763,Bronze
CUST-01764,Bronze
CUST-01765,Bronze
CUST-01766,Bronze
CUST-01767,Bronze
CUST-01768,Bronze
CUST-01769,Bronze
CUST-01770,Bronze
CUST-01771,Bronze
CUST-01772,Bronze
CUST-01773,Bronze
CUST-01774,Bronze
CUST-01775,Silver
CUST-01776,Bronze
CUST-01777,Gold
CUST-01778,Bronze
CUST-01779,Bronze
CUST-01780,Bronze
CUST-01781,Bronze
CUST-01782,Silver
CUST-01783,Silver
CUST-01784,Silver
CUST-01785,Bronze
CUST-01786,Bronze
CUST-01787,Bronze
CUST-01788,Silver
CUST-01789,Bronze
CUST-01790,Bronze
CUST-01791,Silver
CUST-01792,Bronze
CUST-01793,Bronze
CUST-01794,Bronze
CUST-01795,Bronze
CUST-01796,Silver
CUST-01797,Silver
CUST-01798,Silver
CUST-01799,Bronze
CUST-01800,Silver
CUST-01801,Bronze
CUST-01802,Bronze
CUST-01803,Bronze
CUST-01804,Bronze
CUST-01805,Gold
CUST-01806,Bronze
CUST-01807,Silver
CUST-01808,Bronze
CUST-01809,Silver
CUST-01810,Bronze
CUST-01811,Bronze
CUST-01812,Bronze
CUST-01813,Silver
CUST-01814,Silver
CUST-01815,Bronze
CUST-01816,Silver
CUST-01817,Bronze
CUST-01818,Bronze
CUST-01819,Silver
CUST-01820,Bronze
CUST-01821,Bronze
CUST-01822,Bronze
CUST-01823,Bronze
CUST-01824,Bronze
CUST-01825,Bronze
CUST-01826,Silver
CUST-01827,Bronze
CUST-01828,Bronze
CUST-01829,Bronze
CUST-01830,Bronze
CUST-01831,Bronze
CUST-01832,Bronze
CUST-01833,Bronze
CUST-01834,Bronze
CUST-01835,Bronze
CUST-01836,Bronze
CUST-01837,Bronze
CUST-01838,Bronze
CUST-01839,Bronze
CUST-01840,Bronze
CUST-01841,Bronze
CUST-01842,Bronze
CUST-01843,Bronze
CUST-01844,Bronze
CUST-01845,Bronze
CUST-01846,Bronze
CUST-01847,Silver
CUST-01848,Bronze
CUST-01849,Bronze
CUST-01850,Bronze
CUST-01851,Silver
CUST-01852,Bronze
CUST-01853,Bronze
CUST-01854,Bronze
CUST-01855,Silver
CUST-01856,Bronze
CUST-01857,Bronze
CUST-01858,Silver
CUST-01859,Bronze
CUST-01860,Bronze
CUST-01861,Bronze
CUST-01862,Bronze
CUST-01863,Bronze
CUST-01864,Bronze
CUST-01865,Bronze
CUST-01866,Bronze
CUST-01867,Bronze
CUST-01868,Bronze
CUST-01869,Bronze
CUST-01870,Bronze
CUST-01871,Bronze
CUST-01872,Bronze
CUST-01873,Bronze
CUST-01874,Bronze
CUST-01875,Silver
CUST-01876,Bronze
CUST-01877,Bronze
CUST-01878,Bronze
CUST-01879,Bronze
CUST-01880,Bronze
CUST-01881,Bronze
CUST-01882,Silver
CUST-01883,Bronze
CUST-01884,Bronze
CUST-01885,Bronze
CUST-01886,Bronze
CUST-01887,Silver
CUST-01888,Bronze
CUST-01889,Silver
CUST-01890,Bronze
CUST-01891,Silver
CUST-01892,Bronze
CUST-01893,Bronze
CUST-01894,Silver
CUST-01895,Silver
CUST-01896,Bronze
CUST-01897,Bronze
CUST-01898,Bronze
CUST-01899,Silver
CUST-01900,Bronze
CUST-01901,Bronze
CUST-01902,Bronze
CUST-01903,Bronze
CUST-01904,Silver
CUST-01905,Bronze
CUST-01906,Bronze
CUST-01907,Bronze
CUST-01908,Bronze
CUST-01909,Bronze
CUST-01910,Bronze
CUST-01911,Gold
CUST-01912,Bronze
CUST-01913,Bronze
CUST-01914,Bronze
CUST-01915,Silver
CUST-01916,Bronze
CUST-01917,Silver
CUST-01918,Bronze
CUST-01919,Gold
CUST-01920,Bronze
CUST-01921,Gold
CUST-01922,Bronze
CUST-01923,Bronze
CUST-01924,Bronze
CUST-01925,Bronze
CUST-01926,Bronze
CUST-01927,Bronze
CUST-01928,Bronze
CUST-01929,Gold
CUST-01930,Bronze
CUST-01931,Bronze
CUST-01932,Bronze
CUST-01933,Bronze
CUST-01934,Bronze
CUST-01935,Bronze
CUST-01936,Bronze
CUST-01937,Bronze
CUST-01938,Gold
CUST-01939,Bronze
CUST-01940,Bronze
CUST-01941,Bronze
CUST-01942,Silver
CUST-01943,Bronze
CUST-01944,Silver
CUST-01945,Bronze
CUST-01946,Bronze
CUST-01947,Bronze
CUST-01948,Bronze
CUST-01949,Bronze
CUST-01950,Bronze
CUST-01951,Bronze
CUST-01952,Silver
CUST-01953,Bronze
CUST-01954,Bronze
CUST-01955,Silver
CUST-01956,Bronze
CUST-01957,Bronze
CUST-01958,Bronze
CUST-01959,Bronze
CUST-01960,Bronze
CUST-01961,Bronze
CUST-01962,Gold
CUST-01963,Bronze
CUST-01964,Bronze
CUST-01965,Bronze
CUST-01966,Silver
CUST-01967,Bronze
CUST-01968,Bronze
CUST-01969,Bronze
CUST-01970,Silver
CUST-01971,Bronze
CUST-01972,Bronze
CUST-01973,Bronze
CUST-01974,Bronze
CUST-01975,Bronze
CUST-01976,Silver
CUST-01977,Bronze
CUST-01978,Silver
CUST-01979,Silver
CUST-01980,Bronze
CUST-01981,Bronze
CUST-01982,Bronze
CUST-01983,Bronze
CUST-01984,Bronze
CUST-01985,Bronze
CUST-01986,Bronze
CUST-01987,Bronze
CUST-01988,Silver
CUST-01989,Silver
CUST-01990,Bronze
CUST-01991,Bronze
CUST-01992,Bronze
CUST-01993,Gold
CUST-01994,Bronze
CUST-01995,Bronze
CUST-01996,Silver
CUST-01997,Bronze
CUST-01998,Bronze
CUST-01999,Bronze
CUST-02000,Bronze
