transaction_id,date,store_id,product_id,customer_id,quantity,net_revenue
TXN-004160,2024-04-26,S003,P0006,CUST-00939,2,958.4
TXN-004161,2024-04-26,S003,P0008,CUST-01332,3,1360.53
TXN-004162,2024-04-26,S003,P0009,CUST-01645,6,2830.02
TXN-004163,2024-04-26,S004,P0002,CUST-01775,3,285.12
TXN-004164,2024-04-26,S004,P0003,CUST-01140,1,630.99
TXN-004165,2024-04-26,S004,P0004,CUST-00835,2,624.64
TXN-004166,2024-04-26,S004,P0005,CUST-00240,2,980.86
TXN-004167,2024-04-26,S004,P0007,CUST-00387,1,731.38
TXN-004168,2024-04-26,S004,P0008,CUST-01565,2,907.02
TXN-004169,2024-04-26,S004,P0009,CUST-01101,4,1886.68
TXN-004170,2024-04-26,S004,P0010,CUST-00076,1,413.1
TXN-004171,2024-04-26,S005,P0001,CUST-00110,2,540.6
TXN-004172,2024-04-26,S005,P0002,CUST-01664,1,95.04
TXN-004173,2024-04-26,S005,P0003,CUST-01378,1,630.99
TXN-004174,2024-04-26,S005,P0004,CUST-00339,1,312.32
TXN-004175,2024-04-26,S005,P0005,CUST-00489,3,1471.29
TXN-004176,2024-04-26,S005,P0008,CUST-00616,1,453.51
TXN-004177,2024-04-26,S005,P0010,CUST-01212,4,1652.4
TXN-004178,2024-04-27,S001,P0001,CUST-01938,2,540.6
TXN-004179,2024-04-27,S001,P0002,CUST-00611,1,95.04
TXN-004180,2024-04-27,S001,P0003,CUST-00056,1,630.99
TXN-004181,2024-04-27,S001,P0004,CUST-00293,1,312.32
TXN-004182,2024-04-27,S001,P0005,CUST-01188,1,490.43
TXN-004183,2024-04-27,S001,P0006,CUST-00930,1,479.2
TXN-004184,2024-04-27,S001,P0007,CUST-00765,1,731.38
TXN-004185,2024-04-27,S001,P0009,CUST-00182,3,1415.01
TXN-004186,2024-04-27,S001,P0010,CUST-01711,1,413.1
TXN-004187,2024-04-27,S002,P0001,CUST-01743,1,270.3
TXN-004188,2024-04-27,S002,P0002,CUST-01595,2,190.08
TXN-004189,2024-04-27,S002,P0003,CUST-01488,2,1261.98
TXN-004190,2024-04-27,S002,P0004,CUST-01149,2,624.64
TXN-004191,2024-04-27,S002,P0005,CUST-00550,2,980.86
TXN-004192,2024-04-27,S002,P0007,CUST-01129,2,1462.76
TXN-004193,2024-04-27,S002,P0008,CUST-01923,1,453.51
TXN-004194,2024-04-27,S002,P0009,CUST-01495,1,471.67
TXN-004195,2024-04-27,S002,P0010,CUST-01982,2,826.2
TXN-004196,2024-04-27,S003,P0001,CUST-00139,1,270.3
TXN-004197,2024-04-27,S003,P0002,CUST-00310,3,285.12
TXN-004198,2024-04-27,S003,P0003,CUST-00927,1,630.99
TXN-004199,2024-04-27,S003,P0004,CUST-01197,1,312.32
TXN-004200,2024-04-27,S003,P0005,CUST-01163,2,980.86
TXN-004201,2024-04-27,S003,P0008,CUST-00620,1,453.51
TXN-004202,2024-04-27,S003,P0009,CUST-01883,1,471.67
TXN-004203,2024-04-27,S003,P0010,CUST-01516,1,413.1
TXN-004204,2024-04-27,S004,P0001,CUST-00921,2,540.6
TXN-004205,2024-04-27,S004,P0002,CUST-01516,1,95.04
TXN-004206,2024-04-27,S004,P0003,CUST-00776,1,630.99
TXN-004207,2024-04-27,S004,P0004,CUST-01971,1,312.32
TXN-004208,2024-04-27,S004,P0005,CUST-01636,1,490.43
TXN-004209,2024-04-27,S004,P0006,CUST-00918,1,479.2
TXN-004210,2024-04-27,S004,P0009,CUST-00804,1,471.67
TXN-004211,2024-04-27,S004,P0010,CUST-01921,1,413.1
TXN-004212,2024-04-27,S005,P0001,CUST-01840,1,270.3
TXN-004213,2024-04-27,S005,P0002,CUST-01869,1,95.04
TXN-004214,2024-04-27,S005,P0007,CUST-00908,2,1462.76
TXN-004215,2024-04-27,S005,P0009,CUST-01696,3,1415.01
TXN-004216,2024-04-27,S005,P0010,CUST-00134,2,826.2
TXN-004217,2024-04-28,S001,P0001,CUST-01497,3,810.9000000000001
TXN-004218,2024-04-28,S001,P0003,CUST-00181,2,1261.98
TXN-004219,2024-04-28,S001,P0004,CUST-00890,1,312.32
TXN-004220,2024-04-28,S001,P0005,CUST-00423,2,980.86
TXN-004221,2024-04-28,S001,P0007,CUST-00899,2,1462.76
TXN-004222,2024-04-28,S001,P0009,CUST-00794,2,943.34
TXN-004223,2024-04-28,S001,P0010,CUST-01675,2,826.2
TXN-004224,2024-04-28,S002,P0001,CUST-00458,1,270.3
TXN-004225,2024-04-28,S002,P0002,CUST-01955,4,380.16
TXN-004226,2024-04-28,S002,P0003,CUST-01560,3,1892.97
TXN-004227,2024-04-28,S002,P0005,CUST-00781,2,980.86
TXN-004228,2024-04-28,S002,P0006,CUST-01429,1,479.2
TXN-004229,2024-04-28,S002,P0007,CUST-00499,1,731.38
TXN-004230,2024-04-28,S002,P0008,CUST-01810,1,453.51
TXN-004231,2024-04-28,S002,P0009,CUST-00744,4,1886.68
TXN-004232,2024-04-28,S003,P0001,CUST-00334,1,270.3
TXN-004233,2024-04-28,S003,P0002,CUST-01336,2,190.08
TXN-004234,2024-04-28,S003,P0004,CUST-00411,1,312.32
TXN-004235,2024-04-28,S003,P0005,CUST-01736,1,490.43
TXN-004236,2024-04-28,S003,P0008,CUST-01675,2,907.02
TXN-004237,2024-04-28,S003,P0010,CUST-00584,2,826.2
TXN-004238,2024-04-28,S004,P0001,CUST-00816,2,540.6
TXN-004239,2024-04-28,S004,P0002,CUST-01252,1,95.04
TXN-004240,2024-04-28,S004,P0005,CUST-00845,1,490.43
TXN-004241,2024-04-28,S004,P0006,CUST-00489,1,479.2
TXN-004242,2024-04-28,S004,P0007,CUST-01101,1,731.38
TXN-004243,2024-04-28,S004,P0008,CUST-01615,3,1360.53
TXN-004244,2024-04-28,S004,P0009,CUST-00063,1,471.67
TXN-004245,2024-04-28,S004,P0010,CUST-01029,1,413.1
TXN-004246,2024-04-28,S005,P0003,CUST-01774,1,630.99
TXN-004247,2024-04-28,S005,P0004,CUST-01021,2,624.64
TXN-004248,2024-04-28,S005,P0005,CUST-00493,2,980.86
TXN-004249,2024-04-28,S005,P0006,CUST-01215,2,958.4
TXN-004250,2024-04-28,S005,P0007,CUST-01338,1,731.38
TXN-004251,2024-04-28,S005,P0009,CUST-01491,1,471.67
TXN-004252,2024-04-29,S001,P0002,CUST-00128,4,380.16
TXN-004253,2024-04-29,S001,P0003,CUST-00064,1,630.99
TXN-004254,2024-04-29,S001,P0005,CUST-01207,2,980.86
TXN-004255,2024-04-29,S001,P0006,CUST-00970,1,479.2
TXN-004256,2024-04-29,S001,P0007,CUST-01097,2,1462.76
TXN-004257,2024-04-29,S001,P0008,CUST-00896,1,453.51
TXN-004258,2024-04-29,S001,P0009,CUST-01399,1,471.67
TXN-004259,2024-04-29,S001,P0010,CUST-00003,4,1652.4
TXN-004260,2024-04-29,S002,P0001,CUST-01797,2,540.6
TXN-004261,2024-04-29,S002,P0003,CUST-00403,3,1892.97
TXN-004262,2024-04-29,S002,P0004,CUST-00266,1,312.32
TXN-004263,2024-04-29,S002,P0005,CUST-00574,3,1471.29
TXN-004264,2024-04-29,S002,P0007,CUST-00756,1,731.38
TXN-004265,2024-04-29,S002,P0008,CUST-01813,2,907.02
TXN-004266,2024-04-29,S002,P0009,CUST-00124,3,1415.01
TXN-004267,2024-04-29,S002,P0010,CUST-00366,2,826.2
TXN-004268,2024-04-29,S003,P0002,CUST-01013,1,95.04
TXN-004269,2024-04-29,S003,P0003,CUST-01751,2,1261.98
TXN-004270,2024-04-29,S003,P0004,CUST-00440,1,312.32
TXN-004271,2024-04-29,S003,P0005,CUST-01674,1,490.43
TXN-004272,2024-04-29,S003,P0007,CUST-01572,1,731.38
TXN-004273,2024-04-29,S003,P0008,CUST-01982,4,1814.04
TXN-004274,2024-04-29,S003,P0009,CUST-01974,2,943.34
TXN-004275,2024-04-29,S004,P0001,CUST-01051,1,270.3
TXN-004276,2024-04-29,S004,P0002,CUST-00682,3,285.12
TXN-004277,2024-04-29,S004,P0004,CUST-01991,1,312.32
TXN-004278,2024-04-29,S004,P0005,CUST-00627,2,980.86
TXN-004279,2024-04-29,S004,P0008,CUST-00450,4,1814.04
TXN-004280,2024-04-29,S004,P0009,CUST-01376,2,943.34
TXN-004281,2024-04-29,S005,P0002,CUST-01208,1,95.04
TXN-004282,2024-04-29,S005,P0003,CUST-01838,1,630.99
TXN-004283,2024-04-29,S005,P0005,CUST-00499,4,1961.72
TXN-004284,2024-04-29,S005,P0008,CUST-00278,2,907.02
TXN-004285,2024-04-29,S005,P0010,CUST-00123,2,826.2
TXN-004286,2024-04-30,S001,P0001,CUST-01694,1,270.3
TXN-004287,2024-04-30,S001,P0002,CUST-01887,1,95.04
TXN-004288,2024-04-30,S001,P0003,CUST-01805,1,630.99
TXN-004289,2024-04-30,S001,P0005,CUST-00677,4,1961.72
TXN-004290,2024-04-30,S001,P0006,CUST-01198,1,479.2
TXN-004291,2024-04-30,S001,P0007,CUST-00943,2,1462.76
TXN-004292,2024-04-30,S001,P0008,CUST-00237,1,453.51
TXN-004293,2024-04-30,S001,P0010,CUST-01879,1,413.1
TXN-004294,2024-04-30,S002,P0001,CUST-01453,3,810.9000000000001
TXN-004295,2024-04-30,S002,P0002,CUST-01543,3,285.12
TXN-004296,2024-04-30,S002,P0003,CUST-01261,1,630.99
TXN-004297,2024-04-30,S002,P0004,CUST-01874,1,312.32
TXN-004298,2024-04-30,S002,P0005,CUST-01685,3,1471.29
TXN-004299,2024-04-30,S002,P0006,CUST-01618,1,479.2
TXN-004300,2024-04-30,S002,P0007,CUST-01162,2,1462.76
TXN-004301,2024-04-30,S002,P0008,CUST-01016,1,453.51
TXN-004302,2024-04-30,S002,P0010,CUST-00737,1,413.1
TXN-004303,2024-04-30,S003,P0001,CUST-00522,1,270.3
TXN-004304,2024-04-30,S003,P0002,CUST-01208,3,285.12
TXN-004305,2024-04-30,S003,P0004,CUST-00996,2,624.64
TXN-004306,2024-04-30,S003,P0006,CUST-00594,1,479.2
TXN-004307,2024-04-30,S003,P0007,CUST-01904,1,731.38
TXN-004308,2024-04-30,S003,P0008,CUST-00103,2,907.02
TXN-004309,2024-04-30,S003,P0010,CUST-00690,2,826.2
TXN-004310,2024-04-30,S004,P0001,CUST-01035,2,540.6
TXN-004311,2024-04-30,S004,P0002,CUST-01857,3,285.12
TXN-004312,2024-04-30,S004,P0003,CUST-00283,3,1892.97
TXN-004313,2024-04-30,S004,P0004,CUST-00458,1,312.32
TXN-004314,2024-04-30,S004,P0008,CUST-00475,2,907.02
TXN-004315,2024-04-30,S004,P0009,CUST-01328,2,943.34
TXN-004316,2024-04-30,S005,P0001,CUST-00286,3,810.9000000000001
TXN-004317,2024-04-30,S005,P0002,CUST-00370,2,190.08
TXN-004318,2024-04-30,S005,P0003,CUST-01868,1,630.99
TXN-004319,2024-04-30,S005,P0004,CUST-00883,4,1249.28
TXN-004320,2024-04-30,S005,P0005,CUST-00688,2,980.86
TXN-004321,2024-04-30,S005,P0007,CUST-01136,1,731.38
TXN-004322,2024-04-30,S005,P0009,CUST-01353,4,1886.68
TXN-004323,2024-04-30,S005,P0010,CUST-01408,2,826.2
TXN-004324,2024-05-01,S001,P0001,CUST-01831,3,810.9000000000001
TXN-004325,2024-05-01,S001,P0003,CUST-00489,1,630.99
TXN-004326,2024-05-01,S001,P0005,CUST-01520,3,1471.29
TXN-004327,2024-05-01,S001,P0006,CUST-00056,2,958.4
TXN-004328,2024-05-01,S001,P0007,CUST-00491,1,731.38
TXN-004329,2024-05-01,S001,P0009,CUST-01597,2,943.34
TXN-004330,2024-05-01,S001,P0010,CUST-01791,1,413.1
TXN-004331,2024-05-01,S002,P0001,CUST-01551,3,810.9000000000001
TXN-004332,2024-05-01,S002,P0003,CUST-01171,1,630.99
TXN-004333,2024-05-01,S002,P0004,CUST-00851,2,624.64
TXN-004334,2024-05-01,S002,P0005,CUST-00475,1,490.43
TXN-004335,2024-05-01,S002,P0006,CUST-01126,1,479.2
TXN-004336,2024-05-01,S002,P0007,CUST-01243,1,731.38
TXN-004337,2024-05-01,S002,P0009,CUST-00073,4,1886.68
TXN-004338,2024-05-01,S003,P0002,CUST-00821,4,380.16
TXN-004339,2024-05-01,S003,P0003,CUST-01545,3,1892.97
TXN-004340,2024-05-01,S003,P0004,CUST-01748,3,936.96
TXN-004341,2024-05-01,S003,P0005,CUST-00580,5,2452.15
TXN-004342,2024-05-01,S003,P0009,CUST-00477,1,471.67
TXN-004343,2024-05-01,S004,P0001,CUST-01648,2,540.6
TXN-004344,2024-05-01,S004,P0002,CUST-00472,2,190.08
TXN-004345,2024-05-01,S004,P0003,CUST-01007,1,630.99
TXN-004346,2024-05-01,S004,P0005,CUST-00109,3,1471.29
TXN-004347,2024-05-01,S004,P0006,CUST-00860,2,958.4
TXN-004348,2024-05-01,S004,P0009,CUST-00872,3,1415.01
TXN-004349,2024-05-01,S005,P0001,CUST-01313,2,540.6
TXN-004350,2024-05-01,S005,P0002,CUST-00159,2,190.08
TXN-004351,2024-05-01,S005,P0003,CUST-01608,3,1892.97
TXN-004352,2024-05-01,S005,P0004,CUST-00578,1,312.32
TXN-004353,2024-05-01,S005,P0005,CUST-01740,1,490.43
TXN-004354,2024-05-01,S005,P0007,CUST-00524,1,731.38
TXN-004355,2024-05-01,S005,P0008,CUST-01148,4,1814.04
TXN-004356,2024-05-01,S005,P0009,CUST-01170,1,471.67
TXN-004357,2024-05-01,S005,P0010,CUST-01024,4,1652.4
TXN-004358,2024-05-02,S001,P0001,CUST-01864,4,1081.2
TXN-004359,2024-05-02,S001,P0002,CUST-00255,1,95.04
TXN-004360,2024-05-02,S001,P0004,CUST-00912,1,312.32
TXN-004361,2024-05-02,S001,P0005,CUST-01445,3,1471.29
TXN-004362,2024-05-02,S001,P0007,CUST-01914,1,731.38
TXN-004363,2024-05-02,S001,P0008,CUST-00553,1,453.51
TXN-004364,2024-05-02,S001,P0009,CUST-01242,1,471.67
TXN-004365,2024-05-02,S002,P0002,CUST-01683,4,380.16
TXN-004366,2024-05-02,S002,P0005,CUST-00107,3,1471.29
TXN-004367,2024-05-02,S002,P0009,CUST-00911,4,1886.68
TXN-004368,2024-05-02,S002,P0010,CUST-00475,2,826.2
TXN-004369,2024-05-02,S003,P0001,CUST-01678,1,270.3
TXN-004370,2024-05-02,S003,P0004,CUST-01500,1,312.32
TXN-004371,2024-05-02,S003,P0005,CUST-01589,2,980.86
TXN-004372,2024-05-02,S003,P0006,CUST-00143,1,479.2
TXN-004373,2024-05-02,S003,P0009,CUST-01474,1,471.67
TXN-004374,2024-05-02,S004,P0002,CUST-01102,2,190.08
TXN-004375,2024-05-02,S004,P0004,CUST-00366,2,624.64
TXN-004376,2024-05-02,S004,P0005,CUST-01544,3,1471.29
TXN-004377,2024-05-02,S004,P0006,CUST-01662,1,479.2
TXN-004378,2024-05-02,S004,P0008,CUST-01746,2,907.02
TXN-004379,2024-05-02,S004,P0009,CUST-00647,1,471.67
TXN-004380,2024-05-02,S004,P0010,CUST-01630,1,413.1
TXN-004381,2024-05-02,S005,P0001,CUST-01412,3,810.9000000000001
TXN-004382,2024-05-02,S005,P0003,CUST-01432,1,630.99
TXN-004383,2024-05-02,S005,P0004,CUST-00295,1,312.32
TXN-004384,2024-05-02,S005,P0005,CUST-01950,4,1961.72
TXN-004385,2024-05-02,S005,P0006,CUST-01621,1,479.2
TXN-004386,2024-05-02,S005,P0007,CUST-00289,2,1462.76
TXN-004387,2024-05-02,S005,P0008,CUST-01844,3,1360.53
TXN-004388,2024-05-02,S005,P0009,CUST-00027,3,1415.01
TXN-004389,2024-05-02,S005,P0010,CUST-00537,1,413.1
TXN-004390,2024-05-03,S001,P0003,CUST-01523,1,630.99
TXN-004391,2024-05-03,S001,P0004,CUST-00518,1,312.32
TXN-004392,2024-05-03,S001,P0005,CUST-01317,1,490.43
TXN-004393,2024-05-03,S001,P0006,CUST-01775,4,1916.8
TXN-004394,2024-05-03,S001,P0010,CUST-00993,3,1239.3000000000002
TXN-004395,2024-05-03,S002,P0001,CUST-01229,1,270.3
TXN-004396,2024-05-03,S002,P0003,CUST-00878,2,1261.98
TXN-004397,2024-05-03,S002,P0005,CUST-00519,3,1471.29
TXN-004398,2024-05-03,S002,P0007,CUST-01856,1,731.38
TXN-004399,2024-05-03,S002,P0008,CUST-00418,1,453.51
TXN-004400,2024-05-03,S002,P0010,CUST-00110,1,413.1
TXN-004401,2024-05-03,S003,P0001,CUST-01010,2,540.6
TXN-004402,2024-05-03,S003,P0002,CUST-00420,2,190.08
TXN-004403,2024-05-03,S003,P0003,CUST-00460,1,630.99
TXN-004404,2024-05-03,S003,P0004,CUST-01484,2,624.64
TXN-004405,2024-05-03,S003,P0008,CUST-01371,1,453.51
TXN-004406,2024-05-03,S003,P0009,CUST-00924,4,1886.68
TXN-004407,2024-05-03,S003,P0010,CUST-01507,1,413.1
TXN-004408,2024-05-03,S004,P0001,CUST-00479,1,270.3
TXN-004409,2024-05-03,S004,P0003,CUST-01935,4,2523.96
TXN-004410,2024-05-03,S004,P0004,CUST-01712,1,312.32
TXN-004411,2024-05-03,S004,P0005,CUST-01670,3,1471.29
TXN-004412,2024-05-03,S004,P0006,CUST-01546,2,958.4
TXN-004413,2024-05-03,S004,P0007,CUST-01740,2,1462.76
TXN-004414,2024-05-03,S004,P0008,CUST-00991,2,907.02
TXN-004415,2024-05-03,S004,P0009,CUST-00559,1,471.67
TXN-004416,2024-05-03,S004,P0010,CUST-01429,1,413.1
TXN-004417,2024-05-03,S005,P0001,CUST-00934,1,270.3
TXN-004418,2024-05-03,S005,P0005,CUST-01046,1,490.43
TXN-004419,2024-05-03,S005,P0006,CUST-01699,1,479.2
TXN-004420,2024-05-03,S005,P0007,CUST-01580,1,731.38
TXN-004421,2024-05-03,S005,P0008,CUST-00065,2,907.02
TXN-004422,2024-05-03,S005,P0009,CUST-00960,1,471.67
TXN-004423,2024-05-04,S001,P0001,CUST-01558,1,270.3
TXN-004424,2024-05-04,S001,P0002,CUST-01678,1,95.04
TXN-004425,2024-05-04,S001,P0005,CUST-00298,2,980.86
TXN-004426,2024-05-04,S001,P0007,CUST-01792,1,731.38
TXN-004427,2024-05-04,S001,P0008,CUST-00339,4,1814.04
TXN-004428,2024-05-04,S001,P0010,CUST-01950,1,413.1
TXN-004429,2024-05-04,S002,P0001,CUST-00996,2,540.6
TXN-004430,2024-05-04,S002,P0002,CUST-00067,1,95.04
TXN-004431,2024-05-04,S002,P0003,CUST-00270,1,630.99
TXN-004432,2024-05-04,S002,P0005,CUST-01424,1,490.43
TXN-004433,2024-05-04,S002,P0007,CUST-01742,1,731.38
TXN-004434,2024-05-04,S002,P0008,CUST-01841,1,453.51
TXN-004435,2024-05-04,S002,P0009,CUST-01617,2,943.34
TXN-004436,2024-05-04,S003,P0001,CUST-01944,3,810.9000000000001
TXN-004437,2024-05-04,S003,P0003,CUST-01834,2,1261.98
TXN-004438,2024-05-04,S003,P0005,CUST-00182,2,980.86
TXN-004439,2024-05-04,S003,P0006,CUST-00807,1,479.2
TXN-004440,2024-05-04,S003,P0009,CUST-01921,3,1415.01
TXN-004441,2024-05-04,S003,P0010,CUST-00510,2,826.2
TXN-004442,2024-05-04,S004,P0001,CUST-01684,1,270.3
TXN-004443,2024-05-04,S004,P0003,CUST-01885,2,1261.98
TXN-004444,2024-05-04,S004,P0004,CUST-00982,2,624.64
TXN-004445,2024-05-04,S004,P0005,CUST-00951,2,980.86
TXN-004446,2024-05-04,S004,P0006,CUST-00625,1,479.2
TXN-004447,2024-05-04,S004,P0008,CUST-01810,1,453.51
TXN-004448,2024-05-04,S004,P0009,CUST-01127,2,943.34
TXN-004449,2024-05-04,S004,P0010,CUST-00999,2,826.2
TXN-004450,2024-05-04,S005,P0001,CUST-01215,2,540.6
TXN-004451,2024-05-04,S005,P0002,CUST-01535,2,190.08
TXN-004452,2024-05-04,S005,P0004,CUST-00820,2,624.64
TXN-004453,2024-05-04,S005,P0005,CUST-00716,1,490.43
TXN-004454,2024-05-04,S005,P0006,CUST-01246,1,479.2
TXN-004455,2024-05-04,S005,P0009,CUST-00650,4,1886.68
TXN-004456,2024-05-04,S005,P0010,CUST-01145,3,1239.3000000000002
TXN-004457,2024-05-05,S001,P0002,CUST-01412,1,95.04
TXN-004458,2024-05-05,S001,P0003,CUST-01085,3,1892.97
TXN-004459,2024-05-05,S001,P0004,CUST-01129,2,624.64
TXN-004460,2024-05-05,S001,P0005,CUST-00720,3,1471.29
TXN-004461,2024-05-05,S001,P0008,CUST-00537,1,453.51
TXN-004462,2024-05-05,S001,P0009,CUST-00184,4,1886.68
TXN-004463,2024-05-05,S001,P0010,CUST-00467,3,1239.3000000000002
TXN-004464,2024-05-05,S002,P0001,CUST-01978,3,810.9000000000001
TXN-004465,2024-05-05,S002,P0002,CUST-01261,2,190.08
TXN-004466,2024-05-05,S002,P0003,CUST-01667,1,630.99
TXN-004467,2024-05-05,S002,P0005,CUST-01044,3,1471.29
TXN-004468,2024-05-05,S002,P0010,CUST-01498,2,826.2
TXN-004469,2024-05-05,S003,P0001,CUST-01942,3,810.9000000000001
TXN-004470,2024-05-05,S003,P0003,CUST-01138,2,1261.98
TXN-004471,2024-05-05,S003,P0005,CUST-01557,2,980.86
TXN-004472,2024-05-05,S003,P0007,CUST-01925,2,1462.76
TXN-004473,2024-05-05,S003,P0009,CUST-00823,2,943.34
TXN-004474,2024-05-05,S003,P0010,CUST-01911,2,826.2
TXN-004475,2024-05-05,S004,P0001,CUST-01083,3,810.9000000000001
TXN-004476,2024-05-05,S004,P0002,CUST-00784,2,190.08
TXN-004477,2024-05-05,S004,P0003,CUST-00254,1,630.99
TXN-004478,2024-05-05,S004,P0004,CUST-01429,3,936.96
TXN-004479,2024-05-05,S004,P0005,CUST-01499,2,980.86
TXN-004480,2024-05-05,S004,P0006,CUST-00804,1,479.2
TXN-004481,2024-05-05,S004,P0008,CUST-00464,2,907.02
TXN-004482,2024-05-05,S004,P0009,CUST-01359,1,471.67
TXN-004483,2024-05-05,S005,P0001,CUST-00339,1,270.3
TXN-004484,2024-05-05,S005,P0002,CUST-01752,1,95.04
TXN-004485,2024-05-05,S005,P0003,CUST-01852,1,630.99
TXN-004486,2024-05-05,S005,P0004,CUST-00304,2,624.64
TXN-004487,2024-05-05,S005,P0005,CUST-00287,3,1471.29
TXN-004488,2024-05-05,S005,P0008,CUST-00618,2,907.02
TXN-004489,2024-05-05,S005,P0009,CUST-01909,3,1415.01
TXN-004490,2024-05-05,S005,P0010,CUST-01028,2,826.2
TXN-004491,2024-05-06,S001,P0001,CUST-01405,1,270.3
TXN-004492,2024-05-06,S001,P0002,CUST-00181,1,95.04
TXN-004493,2024-05-06,S001,P0003,CUST-00374,5,3154.95
TXN-004494,2024-05-06,S001,P0005,CUST-00280,4,1961.72
TXN-004495,2024-05-06,S001,P0006,CUST-01615,2,958.4
TXN-004496,2024-05-06,S001,P0009,CUST-00075,1,471.67
TXN-004497,2024-05-06,S001,P0010,CUST-01371,1,413.1
TXN-004498,2024-05-06,S002,P0002,CUST-00056,1,95.04
TXN-004499,2024-05-06,S002,P0003,CUST-01115,2,1261.98
TXN-004500,2024-05-06,S002,P0005,CUST-01583,4,1961.72
TXN-004501,2024-05-06,S002,P0006,CUST-01034,1,479.2
TXN-004502,2024-05-06,S002,P0007,CUST-00328,1,731.38
TXN-004503,2024-05-06,S002,P0008,CUST-01686,1,453.51
TXN-004504,2024-05-06,S002,P0009,CUST-01200,3,1415.01
TXN-004505,2024-05-06,S002,P0010,CUST-00927,1,413.1
TXN-004506,2024-05-06,S003,P0001,CUST-01931,1,270.3
TXN-004507,2024-05-06,S003,P0002,CUST-00025,3,285.12
TXN-004508,2024-05-06,S003,P0003,CUST-01244,2,1261.98
TXN-004509,2024-05-06,S003,P0005,CUST-01260,1,490.43
TXN-004510,2024-05-06,S003,P0006,CUST-01268,1,479.2
TXN-004511,2024-05-06,S003,P0007,CUST-01583,1,731.38
TXN-004512,2024-05-06,S003,P0008,CUST-00687,1,453.51
TXN-004513,2024-05-06,S003,P0009,CUST-01636,4,1886.68
TXN-004514,2024-05-06,S003,P0010,CUST-01440,2,826.2
TXN-004515,2024-05-06,S004,P0001,CUST-01081,2,540.6
TXN-004516,2024-05-06,S004,P0003,CUST-01442,3,1892.97
TXN-004517,2024-05-06,S004,P0004,CUST-01397,2,624.64
TXN-004518,2024-05-06,S004,P0005,CUST-01052,1,490.43
TXN-004519,2024-05-06,S004,P0007,CUST-00835,1,731.38
TXN-004520,2024-05-06,S004,P0008,CUST-00528,1,453.51
TXN-004521,2024-05-06,S004,P0009,CUST-00484,2,943.34
TXN-004522,2024-05-06,S004,P0010,CUST-01129,1,413.1
TXN-004523,2024-05-06,S005,P0001,CUST-00330,2,540.6
TXN-004524,2024-05-06,S005,P0002,CUST-01675,2,190.08
TXN-004525,2024-05-06,S005,P0005,CUST-01635,4,1961.72
TXN-004526,2024-05-06,S005,P0008,CUST-00587,1,453.51
TXN-004527,2024-05-06,S005,P0009,CUST-00720,1,471.67
TXN-004528,2024-05-06,S005,P0010,CUST-00562,1,413.1
TXN-004529,2024-05-07,S001,P0001,CUST-01441,2,540.6
TXN-004530,2024-05-07,S001,P0002,CUST-00980,2,190.08
TXN-004531,2024-05-07,S001,P0003,CUST-01170,1,630.99
TXN-004532,2024-05-07,S001,P0004,CUST-01206,2,624.64
TXN-004533,2024-05-07,S001,P0005,CUST-00376,1,490.43
TXN-004534,2024-05-07,S001,P0007,CUST-01161,2,1462.76
TXN-004535,2024-05-07,S001,P0009,CUST-00639,2,943.34
TXN-004536,2024-05-07,S002,P0001,CUST-00764,1,270.3
TXN-004537,2024-05-07,S002,P0002,CUST-01603,2,190.08
TXN-004538,2024-05-07,S002,P0004,CUST-01283,2,624.64
TXN-004539,2024-05-07,S002,P0005,CUST-00083,1,490.43
TXN-004540,2024-05-07,S002,P0006,CUST-00357,1,479.2
TXN-004541,2024-05-07,S002,P0007,CUST-00356,2,1462.76
TXN-004542,2024-05-07,S002,P0008,CUST-00073,2,907.02
TXN-004543,2024-05-07,S002,P0009,CUST-00291,2,943.34
TXN-004544,2024-05-07,S003,P0003,CUST-00951,1,630.99
TXN-004545,2024-05-07,S003,P0005,CUST-01248,1,490.43
TXN-004546,2024-05-07,S003,P0007,CUST-01212,2,1462.76
TXN-004547,2024-05-07,S003,P0008,CUST-00572,1,453.51
TXN-004548,2024-05-07,S003,P0009,CUST-01463,3,1415.01
TXN-004549,2024-05-07,S003,P0010,CUST-01009,1,413.1
TXN-004550,2024-05-07,S004,P0002,CUST-01054,2,190.08
TXN-004551,2024-05-07,S004,P0003,CUST-00207,1,630.99
TXN-004552,2024-05-07,S004,P0008,CUST-01219,1,453.51
TXN-004553,2024-05-07,S004,P0009,CUST-01032,2,943.34
TXN-004554,2024-05-07,S004,P0010,CUST-00458,1,413.1
TXN-004555,2024-05-07,S005,P0001,CUST-01183,2,540.6
TXN-004556,2024-05-07,S005,P0002,CUST-01093,1,95.04
TXN-004557,2024-05-07,S005,P0003,CUST-00347,2,1261.98
TXN-004558,2024-05-07,S005,P0004,CUST-00012,1,312.32
TXN-004559,2024-05-07,S005,P0005,CUST-00373,5,2452.15
TXN-004560,2024-05-07,S005,P0007,CUST-00860,2,1462.76
TXN-004561,2024-05-07,S005,P0008,CUST-01106,1,453.51
TXN-004562,2024-05-07,S005,P0009,CUST-01857,1,471.67
TXN-004563,2024-05-08,S001,P0001,CUST-01666,1,270.3
TXN-004564,2024-05-08,S001,P0002,CUST-01347,3,285.12
TXN-004565,2024-05-08,S001,P0005,CUST-00807,2,980.86
